year,GEOID,NAME,variable,estimate,moe
2012,4748000,"Memphis city, Tennessee",B25106_028,42404,3007
2013,4748000,"Memphis city, Tennessee",B25106_028,38085,3123
2014,4748000,"Memphis city, Tennessee",B25106_028,40488,3262
2015,4748000,"Memphis city, Tennessee",B25106_028,37336,3103
2016,4748000,"Memphis city, Tennessee",B25106_028,40471,3261
2017,4748000,"Memphis city, Tennessee",B25106_028,33997,3050
2018,4748000,"Memphis city, Tennessee",B25106_028,41832,4294
2019,4748000,"Memphis city, Tennessee",B25106_028,33741,3355
2005,4748000,"Memphis city, Tennessee",B25106_029,27638,3082
2006,4748000,"Memphis city, Tennessee",B25106_029,30304,3289
2007,4748000,"Memphis city, Tennessee",B25106_029,29254,3377
2008,4748000,"Memphis city, Tennessee",B25106_029,26316,2675
2009,4748000,"Memphis city, Tennessee",B25106_029,28885,3195
2010,4748000,"Memphis city, Tennessee",B25106_029,25207,2744
2011,4748000,"Memphis city, Tennessee",B25106_029,30694,3310
2012,4748000,"Memphis city, Tennessee",B25106_029,29873,2632
2013,4748000,"Memphis city, Tennessee",B25106_029,31427,3469
2014,4748000,"Memphis city, Tennessee",B25106_029,32804,2780
2015,4748000,"Memphis city, Tennessee",B25106_029,30125,2857
2016,4748000,"Memphis city, Tennessee",B25106_029,30044,2814
2017,4748000,"Memphis city, Tennessee",B25106_029,29196,3153
2018,4748000,"Memphis city, Tennessee",B25106_029,29388,3229
2019,4748000,"Memphis city, Tennessee",B25106_029,30145,3242
2005,4748000,"Memphis city, Tennessee",B25106_030,2208,940
2006,4748000,"Memphis city, Tennessee",B25106_030,1869,790
2007,4748000,"Memphis city, Tennessee",B25106_030,2064,903
2008,4748000,"Memphis city, Tennessee",B25106_030,748,379
2009,4748000,"Memphis city, Tennessee",B25106_030,1794,779
2010,4748000,"Memphis city, Tennessee",B25106_030,1043,495
2011,4748000,"Memphis city, Tennessee",B25106_030,1055,452
2012,4748000,"Memphis city, Tennessee",B25106_030,1201,493
2013,4748000,"Memphis city, Tennessee",B25106_030,657,281
2014,4748000,"Memphis city, Tennessee",B25106_030,1029,619
2015,4748000,"Memphis city, Tennessee",B25106_030,1355,666
2016,4748000,"Memphis city, Tennessee",B25106_030,348,249
2017,4748000,"Memphis city, Tennessee",B25106_030,665,369
2018,4748000,"Memphis city, Tennessee",B25106_030,435,356
2019,4748000,"Memphis city, Tennessee",B25106_030,1241,754
2005,4748000,"Memphis city, Tennessee",B25106_031,9329,1897
2006,4748000,"Memphis city, Tennessee",B25106_031,10381,2074
2007,4748000,"Memphis city, Tennessee",B25106_031,10221,1952
2008,4748000,"Memphis city, Tennessee",B25106_031,8506,1675
2009,4748000,"Memphis city, Tennessee",B25106_031,8576,1851
2010,4748000,"Memphis city, Tennessee",B25106_031,5973,1313
2011,4748000,"Memphis city, Tennessee",B25106_031,6753,1366
2012,4748000,"Memphis city, Tennessee",B25106_031,5998,1177
2013,4748000,"Memphis city, Tennessee",B25106_031,6903,1409
2014,4748000,"Memphis city, Tennessee",B25106_031,7497,1357
2015,4748000,"Memphis city, Tennessee",B25106_031,5340,997
2016,4748000,"Memphis city, Tennessee",B25106_031,6181,1196
2017,4748000,"Memphis city, Tennessee",B25106_031,4194,1139
2018,4748000,"Memphis city, Tennessee",B25106_031,5136,1656
2019,4748000,"Memphis city, Tennessee",B25106_031,3260,1085
2005,4748000,"Memphis city, Tennessee",B25106_032,16101,3044
2006,4748000,"Memphis city, Tennessee",B25106_032,18054,2738
2007,4748000,"Memphis city, Tennessee",B25106_032,16969,2405
2008,4748000,"Memphis city, Tennessee",B25106_032,17062,2327
2009,4748000,"Memphis city, Tennessee",B25106_032,18515,2184
2010,4748000,"Memphis city, Tennessee",B25106_032,18191,2671
2011,4748000,"Memphis city, Tennessee",B25106_032,22886,3010
2012,4748000,"Memphis city, Tennessee",B25106_032,22674,2460
2013,4748000,"Memphis city, Tennessee",B25106_032,23867,3351
2014,4748000,"Memphis city, Tennessee",B25106_032,24278,2452
2015,4748000,"Memphis city, Tennessee",B25106_032,23430,2718
2016,4748000,"Memphis city, Tennessee",B25106_032,23515,2633
2017,4748000,"Memphis city, Tennessee",B25106_032,24337,2852
2018,4748000,"Memphis city, Tennessee",B25106_032,23817,2782
2019,4748000,"Memphis city, Tennessee",B25106_032,25644,2881
2005,4748000,"Memphis city, Tennessee",B25106_033,17675,2537
2006,4748000,"Memphis city, Tennessee",B25106_033,14984,2057
2007,4748000,"Memphis city, Tennessee",B25106_033,17635,2419
2008,4748000,"Memphis city, Tennessee",B25106_033,16174,2050
2009,4748000,"Memphis city, Tennessee",B25106_033,16086,2305
2010,4748000,"Memphis city, Tennessee",B25106_033,19954,2333
2011,4748000,"Memphis city, Tennessee",B25106_033,18612,2285
2012,4748000,"Memphis city, Tennessee",B25106_033,15769,1884
2013,4748000,"Memphis city, Tennessee",B25106_033,18460,2551
2014,4748000,"Memphis city, Tennessee",B25106_033,18320,2629
2015,4748000,"Memphis city, Tennessee",B25106_033,20044,2388
2016,4748000,"Memphis city, Tennessee",B25106_033,22680,3134
2017,4748000,"Memphis city, Tennessee",B25106_033,22472,3436
2018,4748000,"Memphis city, Tennessee",B25106_033,18120,2611
2019,4748000,"Memphis city, Tennessee",B25106_033,21344,2815
2005,4748000,"Memphis city, Tennessee",B25106_034,5687,1280
2006,4748000,"Memphis city, Tennessee",B25106_034,7124,1749
2007,4748000,"Memphis city, Tennessee",B25106_034,4944,1276
2008,4748000,"Memphis city, Tennessee",B25106_034,4264,963
2009,4748000,"Memphis city, Tennessee",B25106_034,3506,1137
2010,4748000,"Memphis city, Tennessee",B25106_034,4160,1280
2011,4748000,"Memphis city, Tennessee",B25106_034,2762,879
2012,4748000,"Memphis city, Tennessee",B25106_034,3932,1056
2013,4748000,"Memphis city, Tennessee",B25106_034,4230,1105
2014,4748000,"Memphis city, Tennessee",B25106_034,3034,832
2015,4748000,"Memphis city, Tennessee",B25106_034,2729,921
2016,4748000,"Memphis city, Tennessee",B25106_034,3492,1089
2017,4748000,"Memphis city, Tennessee",B25106_034,3371,1142
2018,4748000,"Memphis city, Tennessee",B25106_034,1806,714
2019,4748000,"Memphis city, Tennessee",B25106_034,2094,912
2005,4748000,"Memphis city, Tennessee",B25106_035,9109,2024
2006,4748000,"Memphis city, Tennessee",B25106_035,5606,1187
2007,4748000,"Memphis city, Tennessee",B25106_035,9684,1754
2008,4748000,"Memphis city, Tennessee",B25106_035,9287,1643
2009,4748000,"Memphis city, Tennessee",B25106_035,8270,1702
2010,4748000,"Memphis city, Tennessee",B25106_035,11021,1868
2011,4748000,"Memphis city, Tennessee",B25106_035,10519,2133
2012,4748000,"Memphis city, Tennessee",B25106_035,7449,1231
2013,4748000,"Memphis city, Tennessee",B25106_035,10312,1781
2014,4748000,"Memphis city, Tennessee",B25106_035,9669,2143
2015,4748000,"Memphis city, Tennessee",B25106_035,10750,1874
2016,4748000,"Memphis city, Tennessee",B25106_035,12071,2569
2017,4748000,"Memphis city, Tennessee",B25106_035,13513,2773
2018,4748000,"Memphis city, Tennessee",B25106_035,9214,1728
2019,4748000,"Memphis city, Tennessee",B25106_035,11274,2084
2005,4748000,"Memphis city, Tennessee",B25106_036,2879,1249
2006,4748000,"Memphis city, Tennessee",B25106_036,2254,702
2007,4748000,"Memphis city, Tennessee",B25106_036,3007,1063
2008,4748000,"Memphis city, Tennessee",B25106_036,2623,839
2009,4748000,"Memphis city, Tennessee",B25106_036,4310,1124
2010,4748000,"Memphis city, Tennessee",B25106_036,4773,1154
2011,4748000,"Memphis city, Tennessee",B25106_036,5331,1264
2012,4748000,"Memphis city, Tennessee",B25106_036,4388,1069
2013,4748000,"Memphis city, Tennessee",B25106_036,3918,1229
2014,4748000,"Memphis city, Tennessee",B25106_036,5617,1253
2015,4748000,"Memphis city, Tennessee",B25106_036,6565,1604
2016,4748000,"Memphis city, Tennessee",B25106_036,7117,1923
2017,4748000,"Memphis city, Tennessee",B25106_036,5588,1360
2018,4748000,"Memphis city, Tennessee",B25106_036,7100,1797
2019,4748000,"Memphis city, Tennessee",B25106_036,7976,1983
2005,4748000,"Memphis city, Tennessee",B25106_037,10471,1974
2006,4748000,"Memphis city, Tennessee",B25106_037,9544,1656
2007,4748000,"Memphis city, Tennessee",B25106_037,11760,2277
2008,4748000,"Memphis city, Tennessee",B25106_037,13696,2094
2009,4748000,"Memphis city, Tennessee",B25106_037,12413,1925
2010,4748000,"Memphis city, Tennessee",B25106_037,13125,1879
2011,4748000,"Memphis city, Tennessee",B25106_037,13415,2202
2012,4748000,"Memphis city, Tennessee",B25106_037,14398,2117
2013,4748000,"Memphis city, Tennessee",B25106_037,14715,2177
2014,4748000,"Memphis city, Tennessee",B25106_037,14902,2122
2015,4748000,"Memphis city, Tennessee",B25106_037,18476,2503
2016,4748000,"Memphis city, Tennessee",B25106_037,19602,2682
2017,4748000,"Memphis city, Tennessee",B25106_037,19481,2626
2018,4748000,"Memphis city, Tennessee",B25106_037,16449,2589
2019,4748000,"Memphis city, Tennessee",B25106_037,21393,3020
2005,4748000,"Memphis city, Tennessee",B25106_038,7551,1826
2006,4748000,"Memphis city, Tennessee",B25106_038,7429,1612
2007,4748000,"Memphis city, Tennessee",B25106_038,6994,1633
2008,4748000,"Memphis city, Tennessee",B25106_038,8739,1474
2009,4748000,"Memphis city, Tennessee",B25106_038,8220,1541
2010,4748000,"Memphis city, Tennessee",B25106_038,7787,1463
2011,4748000,"Memphis city, Tennessee",B25106_038,7531,1643
2012,4748000,"Memphis city, Tennessee",B25106_038,8412,1601
2013,4748000,"Memphis city, Tennessee",B25106_038,7874,1483
2014,4748000,"Memphis city, Tennessee",B25106_038,6761,1249
2015,4748000,"Memphis city, Tennessee",B25106_038,10432,1787
2016,4748000,"Memphis city, Tennessee",B25106_038,10814,1802
2017,4748000,"Memphis city, Tennessee",B25106_038,8052,1729
2018,4748000,"Memphis city, Tennessee",B25106_038,8151,1772
2019,4748000,"Memphis city, Tennessee",B25106_038,7078,1774
2005,4748000,"Memphis city, Tennessee",B25106_039,2473,825
2006,4748000,"Memphis city, Tennessee",B25106_039,1610,722
2007,4748000,"Memphis city, Tennessee",B25106_039,4251,1409
2008,4748000,"Memphis city, Tennessee",B25106_039,3862,1353
2009,4748000,"Memphis city, Tennessee",B25106_039,3421,1010
2010,4748000,"Memphis city, Tennessee",B25106_039,4467,1282
2011,4748000,"Memphis city, Tennessee",B25106_039,5105,1312
2012,4748000,"Memphis city, Tennessee",B25106_039,5171,1332
2013,4748000,"Memphis city, Tennessee",B25106_039,5479,1380
2014,4748000,"Memphis city, Tennessee",B25106_039,6603,1388
2015,4748000,"Memphis city, Tennessee",B25106_039,7064,1550
2016,4748000,"Memphis city, Tennessee",B25106_039,7652,1692
2017,4748000,"Memphis city, Tennessee",B25106_039,9701,2073
2018,4748000,"Memphis city, Tennessee",B25106_039,7455,1616
2019,4748000,"Memphis city, Tennessee",B25106_039,12212,2473
2005,4748000,"Memphis city, Tennessee",B25106_040,447,250
2006,4748000,"Memphis city, Tennessee",B25106_040,505,383
2007,4748000,"Memphis city, Tennessee",B25106_040,515,371
2008,4748000,"Memphis city, Tennessee",B25106_040,1095,632
2009,4748000,"Memphis city, Tennessee",B25106_040,772,446
2010,4748000,"Memphis city, Tennessee",B25106_040,871,634
2011,4748000,"Memphis city, Tennessee",B25106_040,779,552
2012,4748000,"Memphis city, Tennessee",B25106_040,815,489
2013,4748000,"Memphis city, Tennessee",B25106_040,1362,509
2014,4748000,"Memphis city, Tennessee",B25106_040,1538,732
2015,4748000,"Memphis city, Tennessee",B25106_040,980,462
2016,4748000,"Memphis city, Tennessee",B25106_040,1136,557
2017,4748000,"Memphis city, Tennessee",B25106_040,1728,710
2018,4748000,"Memphis city, Tennessee",B25106_040,843,394
2019,4748000,"Memphis city, Tennessee",B25106_040,2103,1022
2005,4748000,"Memphis city, Tennessee",B25106_041,6908,1599
2006,4748000,"Memphis city, Tennessee",B25106_041,7254,1548
2007,4748000,"Memphis city, Tennessee",B25106_041,6914,1477
2008,4748000,"Memphis city, Tennessee",B25106_041,6973,1610
2009,4748000,"Memphis city, Tennessee",B25106_041,6876,1299
2010,4748000,"Memphis city, Tennessee",B25106_041,6931,1444
2011,4748000,"Memphis city, Tennessee",B25106_041,8674,1976
2012,4748000,"Memphis city, Tennessee",B25106_041,8643,1820
2013,4748000,"Memphis city, Tennessee",B25106_041,12667,1847
2014,4748000,"Memphis city, Tennessee",B25106_041,11488,1974
2015,4748000,"Memphis city, Tennessee",B25106_041,13629,1877
2016,4748000,"Memphis city, Tennessee",B25106_041,15177,2176
2017,4748000,"Memphis city, Tennessee",B25106_041,14677,2054
2018,4748000,"Memphis city, Tennessee",B25106_041,15219,2223
2019,4748000,"Memphis city, Tennessee",B25106_041,17454,2616
2005,4748000,"Memphis city, Tennessee",B25106_042,6409,1527
2006,4748000,"Memphis city, Tennessee",B25106_042,6340,1424
2007,4748000,"Memphis city, Tennessee",B25106_042,6310,1441
2008,4748000,"Memphis city, Tennessee",B25106_042,6456,1579
2009,4748000,"Memphis city, Tennessee",B25106_042,6197,1313
2010,4748000,"Memphis city, Tennessee",B25106_042,6349,1412
2011,4748000,"Memphis city, Tennessee",B25106_042,7841,1967
2012,4748000,"Memphis city, Tennessee",B25106_042,7458,1740
2013,4748000,"Memphis city, Tennessee",B25106_042,11849,1892
2014,4748000,"Memphis city, Tennessee",B25106_042,9577,1620
2015,4748000,"Memphis city, Tennessee",B25106_042,12377,1825
2016,4748000,"Memphis city, Tennessee",B25106_042,13329,1985
2017,4748000,"Memphis city, Tennessee",B25106_042,13157,2034
2018,4748000,"Memphis city, Tennessee",B25106_042,13418,2065
2019,4748000,"Memphis city, Tennessee",B25106_042,15534,2642
2005,4748000,"Memphis city, Tennessee",B25106_043,499,312
2006,4748000,"Memphis city, Tennessee",B25106_043,832,619
2007,4748000,"Memphis city, Tennessee",B25106_043,540,487
2008,4748000,"Memphis city, Tennessee",B25106_043,485,377
2009,4748000,"Memphis city, Tennessee",B25106_043,555,429
2010,4748000,"Memphis city, Tennessee",B25106_043,503,280
2011,4748000,"Memphis city, Tennessee",B25106_043,833,388
2012,4748000,"Memphis city, Tennessee",B25106_043,981,444
2013,4748000,"Memphis city, Tennessee",B25106_043,580,391
2014,4748000,"Memphis city, Tennessee",B25106_043,1786,882
2015,4748000,"Memphis city, Tennessee",B25106_043,893,511
2016,4748000,"Memphis city, Tennessee",B25106_043,1652,780
2017,4748000,"Memphis city, Tennessee",B25106_043,1480,553
2018,4748000,"Memphis city, Tennessee",B25106_043,1704,933
2019,4748000,"Memphis city, Tennessee",B25106_043,1845,736
2005,4748000,"Memphis city, Tennessee",B25106_044,0,282
2006,4748000,"Memphis city, Tennessee",B25106_044,82,133
2007,4748000,"Memphis city, Tennessee",B25106_044,64,107
2008,4748000,"Memphis city, Tennessee",B25106_044,32,59
2009,4748000,"Memphis city, Tennessee",B25106_044,124,145
2010,4748000,"Memphis city, Tennessee",B25106_044,79,133
2011,4748000,"Memphis city, Tennessee",B25106_044,0,208
2012,4748000,"Memphis city, Tennessee",B25106_044,204,188
2013,4748000,"Memphis city, Tennessee",B25106_044,238,384
2014,4748000,"Memphis city, Tennessee",B25106_044,125,152
2015,4748000,"Memphis city, Tennessee",B25106_044,359,324
2016,4748000,"Memphis city, Tennessee",B25106_044,196,174
2017,4748000,"Memphis city, Tennessee",B25106_044,40,66
2018,4748000,"Memphis city, Tennessee",B25106_044,97,161
2019,4748000,"Memphis city, Tennessee",B25106_044,75,132
2005,4748000,"Memphis city, Tennessee",B25106_045,2529,800
2006,4748000,"Memphis city, Tennessee",B25106_045,2549,846
2007,4748000,"Memphis city, Tennessee",B25106_045,2990,1064
2008,4748000,"Memphis city, Tennessee",B25106_045,2731,865
2009,4748000,"Memphis city, Tennessee",B25106_045,3918,1123
2010,4748000,"Memphis city, Tennessee",B25106_045,3730,1218
2011,4748000,"Memphis city, Tennessee",B25106_045,4769,1231
2012,4748000,"Memphis city, Tennessee",B25106_045,4821,1223
2013,4748000,"Memphis city, Tennessee",B25106_045,5625,1298
2014,4748000,"Memphis city, Tennessee",B25106_045,5827,1487
2015,4748000,"Memphis city, Tennessee",B25106_045,5478,1347
2016,4748000,"Memphis city, Tennessee",B25106_045,8207,1761
2017,4748000,"Memphis city, Tennessee",B25106_045,5732,1489
2018,4748000,"Memphis city, Tennessee",B25106_045,6018,1446
2019,4748000,"Memphis city, Tennessee",B25106_045,4137,1144
2005,4748000,"Memphis city, Tennessee",B25106_046,3753,1104
2006,4748000,"Memphis city, Tennessee",B25106_046,4362,1156
2007,4748000,"Memphis city, Tennessee",B25106_046,4783,1116
2008,4748000,"Memphis city, Tennessee",B25106_046,3304,951
2009,4748000,"Memphis city, Tennessee",B25106_046,4006,1123
2010,4748000,"Memphis city, Tennessee",B25106_046,3543,963
2011,4748000,"Memphis city, Tennessee",B25106_046,4420,953
2012,4748000,"Memphis city, Tennessee",B25106_046,4118,942
2013,4748000,"Memphis city, Tennessee",B25106_046,5243,1077
2014,4748000,"Memphis city, Tennessee",B25106_046,4817,1111
2015,4748000,"Memphis city, Tennessee",B25106_046,4643,1072
2016,4748000,"Memphis city, Tennessee",B25106_046,5644,1297
2017,4748000,"Memphis city, Tennessee",B25106_046,4489,1473
2018,4748000,"Memphis city, Tennessee",B25106_046,5290,1240
2019,4748000,"Memphis city, Tennessee",B25106_046,5053,1714
2005,4748000,"Memphis city, Tennessee",B25107_001,86200,1665
2006,4748000,"Memphis city, Tennessee",B25107_001,90900,2477
2007,4748000,"Memphis city, Tennessee",B25107_001,97300,2258
2008,4748000,"Memphis city, Tennessee",B25107_001,99900,3173
2009,4748000,"Memphis city, Tennessee",B25107_001,101400,3568
2010,4748000,"Memphis city, Tennessee",B25107_001,100500,2931
2011,4748000,"Memphis city, Tennessee",B25107_001,96000,3964
2012,4748000,"Memphis city, Tennessee",B25107_001,92900,2895
2013,4748000,"Memphis city, Tennessee",B25107_001,89400,2708
2014,4748000,"Memphis city, Tennessee",B25107_001,91800,2890
2015,4748000,"Memphis city, Tennessee",B25107_001,94400,3827
2016,4748000,"Memphis city, Tennessee",B25107_001,96800,3584
2017,4748000,"Memphis city, Tennessee",B25107_001,98700,3544
2018,4748000,"Memphis city, Tennessee",B25107_001,103700,7039
2019,4748000,"Memphis city, Tennessee",B25107_001,115900,5537
2005,4748000,"Memphis city, Tennessee",B25107_002,37500,0
2006,4748000,"Memphis city, Tennessee",B25107_002,181200,47108
2007,4748000,"Memphis city, Tennessee",B25107_002,182400,22276
2008,4748000,"Memphis city, Tennessee",B25107_002,194700,31031
2009,4748000,"Memphis city, Tennessee",B25107_002,159200,24693
2010,4748000,"Memphis city, Tennessee",B25107_002,235600,43840
2011,4748000,"Memphis city, Tennessee",B25107_002,209700,32984
2012,4748000,"Memphis city, Tennessee",B25107_002,45700,58678
2013,4748000,"Memphis city, Tennessee",B25107_002,95600,47918
2014,4748000,"Memphis city, Tennessee",B25107_002,81900,11810
2015,4748000,"Memphis city, Tennessee",B25107_002,NA,NA
2016,4748000,"Memphis city, Tennessee",B25107_002,NA,NA
2017,4748000,"Memphis city, Tennessee",B25107_002,260100,73024
2018,4748000,"Memphis city, Tennessee",B25107_002,451800,343150
2019,4748000,"Memphis city, Tennessee",B25107_002,328700,69891
2005,4748000,"Memphis city, Tennessee",B25107_003,164700,13801
2006,4748000,"Memphis city, Tennessee",B25107_003,185100,33968
2007,4748000,"Memphis city, Tennessee",B25107_003,212100,25752
2008,4748000,"Memphis city, Tennessee",B25107_003,196400,16861
2009,4748000,"Memphis city, Tennessee",B25107_003,179500,27648
2010,4748000,"Memphis city, Tennessee",B25107_003,164000,13244
2011,4748000,"Memphis city, Tennessee",B25107_003,151700,36308
2012,4748000,"Memphis city, Tennessee",B25107_003,147300,13151
2013,4748000,"Memphis city, Tennessee",B25107_003,160400,24071
2014,4748000,"Memphis city, Tennessee",B25107_003,160200,20889
2015,4748000,"Memphis city, Tennessee",B25107_003,40600,333393
2016,4748000,"Memphis city, Tennessee",B25107_003,120000,155338
2017,4748000,"Memphis city, Tennessee",B25107_003,169200,99889
2018,4748000,"Memphis city, Tennessee",B25107_003,151700,17540
2019,4748000,"Memphis city, Tennessee",B25107_003,286600,661433
2005,4748000,"Memphis city, Tennessee",B25107_004,137100,13063
2006,4748000,"Memphis city, Tennessee",B25107_004,146700,16911
2007,4748000,"Memphis city, Tennessee",B25107_004,154100,14814
2008,4748000,"Memphis city, Tennessee",B25107_004,146800,14861
2009,4748000,"Memphis city, Tennessee",B25107_004,153500,10776
2010,4748000,"Memphis city, Tennessee",B25107_004,152700,14323
2011,4748000,"Memphis city, Tennessee",B25107_004,120900,8357
2012,4748000,"Memphis city, Tennessee",B25107_004,130200,10566
2013,4748000,"Memphis city, Tennessee",B25107_004,140900,13021
2014,4748000,"Memphis city, Tennessee",B25107_004,145700,18050
2015,4748000,"Memphis city, Tennessee",B25107_004,158600,21833
2016,4748000,"Memphis city, Tennessee",B25107_004,178800,25592
2017,4748000,"Memphis city, Tennessee",B25107_004,167700,17329
2018,4748000,"Memphis city, Tennessee",B25107_004,197900,22377
2019,4748000,"Memphis city, Tennessee",B25107_004,225400,47615
2005,4748000,"Memphis city, Tennessee",B25107_005,104400,12600
2006,4748000,"Memphis city, Tennessee",B25107_005,111100,9378
2007,4748000,"Memphis city, Tennessee",B25107_005,116000,7844
2008,4748000,"Memphis city, Tennessee",B25107_005,121000,9727
2009,4748000,"Memphis city, Tennessee",B25107_005,119900,8354
2010,4748000,"Memphis city, Tennessee",B25107_005,118700,7410
2011,4748000,"Memphis city, Tennessee",B25107_005,115000,16305
2012,4748000,"Memphis city, Tennessee",B25107_005,114200,9258
2013,4748000,"Memphis city, Tennessee",B25107_005,104400,11867
2014,4748000,"Memphis city, Tennessee",B25107_005,110400,18779
2015,4748000,"Memphis city, Tennessee",B25107_005,142700,10490
2016,4748000,"Memphis city, Tennessee",B25107_005,160600,9783
2017,4748000,"Memphis city, Tennessee",B25107_005,153600,19955
2018,4748000,"Memphis city, Tennessee",B25107_005,199400,20613
2019,4748000,"Memphis city, Tennessee",B25107_005,186000,9783
2005,4748000,"Memphis city, Tennessee",B25107_006,91500,5223
2006,4748000,"Memphis city, Tennessee",B25107_006,92600,3892
2007,4748000,"Memphis city, Tennessee",B25107_006,91800,4338
2008,4748000,"Memphis city, Tennessee",B25107_006,103500,7914
2009,4748000,"Memphis city, Tennessee",B25107_006,102200,6842
2010,4748000,"Memphis city, Tennessee",B25107_006,94100,3836
2011,4748000,"Memphis city, Tennessee",B25107_006,90700,6016
2012,4748000,"Memphis city, Tennessee",B25107_006,87000,4335
2013,4748000,"Memphis city, Tennessee",B25107_006,88200,4907
2014,4748000,"Memphis city, Tennessee",B25107_006,86900,3215
2015,4748000,"Memphis city, Tennessee",B25107_006,120300,10032
2016,4748000,"Memphis city, Tennessee",B25107_006,107500,12851
2017,4748000,"Memphis city, Tennessee",B25107_006,152300,13858
2018,4748000,"Memphis city, Tennessee",B25107_006,138800,16818
2019,4748000,"Memphis city, Tennessee",B25107_006,151200,29052
2005,4748000,"Memphis city, Tennessee",B25107_007,81200,3772
2006,4748000,"Memphis city, Tennessee",B25107_007,86000,3065
2007,4748000,"Memphis city, Tennessee",B25107_007,90300,4375
2008,4748000,"Memphis city, Tennessee",B25107_007,84300,2572
2009,4748000,"Memphis city, Tennessee",B25107_007,86200,4220
2010,4748000,"Memphis city, Tennessee",B25107_007,91900,4533
2011,4748000,"Memphis city, Tennessee",B25107_007,85900,5706
2012,4748000,"Memphis city, Tennessee",B25107_007,81500,4810
2013,4748000,"Memphis city, Tennessee",B25107_007,79800,4080
2014,4748000,"Memphis city, Tennessee",B25107_007,84300,3687
2015,4748000,"Memphis city, Tennessee",B25107_007,92000,6119
2016,4748000,"Memphis city, Tennessee",B25107_007,90800,4941
2017,4748000,"Memphis city, Tennessee",B25107_007,91700,6261
2018,4748000,"Memphis city, Tennessee",B25107_007,108200,10442
2019,4748000,"Memphis city, Tennessee",B25107_007,103500,9692
2005,4748000,"Memphis city, Tennessee",B25107_008,75300,2282
2006,4748000,"Memphis city, Tennessee",B25107_008,79400,3232
2007,4748000,"Memphis city, Tennessee",B25107_008,81200,3342
2008,4748000,"Memphis city, Tennessee",B25107_008,85700,3736
2009,4748000,"Memphis city, Tennessee",B25107_008,81000,4275
2010,4748000,"Memphis city, Tennessee",B25107_008,84200,4421
2011,4748000,"Memphis city, Tennessee",B25107_008,79400,5392
2012,4748000,"Memphis city, Tennessee",B25107_008,77200,4483
2013,4748000,"Memphis city, Tennessee",B25107_008,75700,6210
2014,4748000,"Memphis city, Tennessee",B25107_008,74800,5657
2015,4748000,"Memphis city, Tennessee",B25107_008,80500,3160
2016,4748000,"Memphis city, Tennessee",B25107_008,86200,4238
2017,4748000,"Memphis city, Tennessee",B25107_008,87000,4337
2018,4748000,"Memphis city, Tennessee",B25107_008,84700,3815
2019,4748000,"Memphis city, Tennessee",B25107_008,94600,6994
2005,4748000,"Memphis city, Tennessee",B25107_009,59600,5969
2006,4748000,"Memphis city, Tennessee",B25107_009,69400,5079
2007,4748000,"Memphis city, Tennessee",B25107_009,74900,8497
2008,4748000,"Memphis city, Tennessee",B25107_009,72800,9371
2009,4748000,"Memphis city, Tennessee",B25107_009,64600,6631
2010,4748000,"Memphis city, Tennessee",B25107_009,68600,6226
2011,4748000,"Memphis city, Tennessee",B25107_009,72100,6265
2012,4748000,"Memphis city, Tennessee",B25107_009,71100,6714
2013,4748000,"Memphis city, Tennessee",B25107_009,64100,4833
2014,4748000,"Memphis city, Tennessee",B25107_009,60700,5208
2015,4748000,"Memphis city, Tennessee",B25107_009,77600,5153
2016,4748000,"Memphis city, Tennessee",B25107_009,77200,7558
2017,4748000,"Memphis city, Tennessee",B25107_009,76100,4065
2018,4748000,"Memphis city, Tennessee",B25107_009,78800,5994
2019,4748000,"Memphis city, Tennessee",B25107_009,81000,8160
2005,4748000,"Memphis city, Tennessee",B25107_010,82600,17235
2006,4748000,"Memphis city, Tennessee",B25107_010,106600,18284
2007,4748000,"Memphis city, Tennessee",B25107_010,125000,19513
2008,4748000,"Memphis city, Tennessee",B25107_010,111200,12728
2009,4748000,"Memphis city, Tennessee",B25107_010,129400,15129
2010,4748000,"Memphis city, Tennessee",B25107_010,124000,19439
2011,4748000,"Memphis city, Tennessee",B25107_010,101500,15313
2012,4748000,"Memphis city, Tennessee",B25107_010,113700,17055
2013,4748000,"Memphis city, Tennessee",B25107_010,108800,22241
2014,4748000,"Memphis city, Tennessee",B25107_010,131400,16594
2015,4748000,"Memphis city, Tennessee",B25107_010,71300,10103
2016,4748000,"Memphis city, Tennessee",B25107_010,61500,6495
2017,4748000,"Memphis city, Tennessee",B25107_010,68200,5630
2018,4748000,"Memphis city, Tennessee",B25107_010,69200,11529
2019,4748000,"Memphis city, Tennessee",B25107_010,72700,8452
2015,4748000,"Memphis city, Tennessee",B25107_011,111800,16427
2016,4748000,"Memphis city, Tennessee",B25107_011,143500,25737
2017,4748000,"Memphis city, Tennessee",B25107_011,159200,16352
2018,4748000,"Memphis city, Tennessee",B25107_011,156500,29789
2019,4748000,"Memphis city, Tennessee",B25107_011,173700,33911
2005,4748000,"Memphis city, Tennessee",B25118_001,261983,4867
2006,4748000,"Memphis city, Tennessee",B25118_001,248836,5436
2007,4748000,"Memphis city, Tennessee",B25118_001,250885,4727
2008,4748000,"Memphis city, Tennessee",B25118_001,244929,4698
2009,4748000,"Memphis city, Tennessee",B25118_001,254006,4635
2010,4748000,"Memphis city, Tennessee",B25118_001,241400,4203
2011,4748000,"Memphis city, Tennessee",B25118_001,245836,4445
